CustomerID,TenureMonths,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,SupportTickets,TechSupportCalls,SeniorCitizen,Dependents,PaperlessBilling,Churn
CUST10291,20,125.26,2481.98,Two year,Fiber optic,Credit card,0,1,No,Yes,Yes,0
CUST10292,69,50.58,3343.12,One year,Fiber optic,Credit card,2,1,No,No,Yes,1
CUST10293,24,35.39,994.26,Month-to-month,Fiber optic,Credit card,0,0,No,No,Yes,1
CUST10294,40,104.12,4196.09,Two year,Fiber optic,Mailed check,4,0,No,Yes,Yes,1
CUST10295,38,117.51,4360.49,Month-to-month,No,Credit card,2,0,No,No,No,1
CUST10296,62,54.2,3258.77,Month-to-month,Fiber optic,Bank transfer,0,1,No,No,Yes,1
CUST10297,32,46.22,1480.57,Month-to-month,Fiber optic,Bank transfer,1,2,No,No,Yes,1
CUST10298,21,44.51,1027.91,Month-to-month,Fiber optic,Mailed check,3,1,No,Yes,No,1
CUST10299,2,79.81,79.81,Month-to-month,DSL,Credit card,1,0,Yes,No,No,1
CUST10300,27,74.18,2114.2,One year,No,Bank transfer,2,0,No,No,No,1
CUST10301,60,52.24,3125.24,Month-to-month,DSL,Electronic check,2,2,No,Yes,No,0
CUST10302,1,29.74,29.74,Two year,DSL,Credit card,1,2,No,No,Yes,1
CUST10303,65,75.56,4864.63,Two year,No,Electronic check,2,2,No,No,Yes,1
CUST10304,40,125.73,5204.06,One year,Fiber optic,Bank transfer,5,2,No,No,Yes,1
CUST10305,11,93.51,889.79,One year,DSL,Bank transfer,3,2,No,Yes,Yes,1
CUST10306,22,77.03,1621.47,One year,DSL,Bank transfer,4,2,No,No,Yes,1
CUST10307,40,36.62,1560.06,Two year,DSL,Electronic check,1,1,Yes,No,Yes,0
CUST10308,23,51.51,1206.38,Month-to-month,Fiber optic,Mailed check,1,1,No,No,Yes,1
CUST10309,8,55.95,368.48,Month-to-month,DSL,Credit card,0,3,No,No,Yes,1
CUST10310,48,105.3,5150.88,Month-to-month,No,Electronic check,2,5,No,Yes,Yes,1
CUST10311,49,117.05,5836.68,Month-to-month,No,Bank transfer,1,1,No,No,Yes,1
CUST10312,9,119.67,1110.17,Month-to-month,Fiber optic,Credit card,3,1,No,No,Yes,1
CUST10313,21,128.38,2634.74,One year,Fiber optic,Credit card,0,2,No,Yes,Yes,1
CUST10314,18,128.15,2260.87,Month-to-month,DSL,Bank transfer,2,0,No,No,Yes,0
CUST10315,48,125.06,6031.35,Two year,DSL,Mailed check,1,2,No,No,Yes,1
CUST10316,53,32.54,1593.43,Month-to-month,Fiber optic,Bank transfer,0,1,No,Yes,No,0
CUST10317,53,39.47,2224.69,Month-to-month,DSL,Mailed check,4,2,Yes,No,Yes,1
CUST10318,68,56.97,4043.98,Month-to-month,DSL,Bank transfer,0,1,No,No,Yes,0
CUST10319,56,83.05,4627.2,Month-to-month,DSL,Bank transfer,5,1,No,No,Yes,1
CUST10320,24,35.18,879.93,Month-to-month,DSL,Bank transfer,3,1,No,No,Yes,1
CUST10321,8,113.81,1029.06,Month-to-month,Fiber optic,Electronic check,0,0,No,No,No,1
CUST10322,45,89.76,4234.76,Month-to-month,Fiber optic,Credit card,1,1,Yes,No,No,1
CUST10323,66,81.95,5564.4,Month-to-month,No,Bank transfer,0,3,Yes,Yes,Yes,1
CUST10324,71,42.36,2834.01,Month-to-month,Fiber optic,Credit card,4,1,Yes,Yes,Yes,1
CUST10325,17,51.59,845.47,Month-to-month,No,Bank transfer,2,1,Yes,Yes,No,1
CUST10326,18,41.83,803.01,Month-to-month,Fiber optic,Credit card,3,2,No,No,No,1
CUST10327,3,114.45,293.93,Month-to-month,No,Credit card,5,2,No,No,No,1
CUST10328,11,86.34,1128.02,Month-to-month,Fiber optic,Credit card,4,1,No,Yes,Yes,1
CUST10329,40,102.19,4250.54,Month-to-month,DSL,Bank transfer,4,0,No,No,No,1
CUST10330,40,56.08,2161.61,Month-to-month,No,Bank transfer,3,1,No,Yes,Yes,1
CUST10331,27,63.98,1711.22,One year,DSL,Electronic check,1,1,No,Yes,Yes,0
CUST10332,23,67.51,1477.77,Two year,DSL,Mailed check,1,0,No,No,Yes,1
CUST10333,60,104.8,6268.49,Two year,DSL,Mailed check,0,3,No,No,Yes,1
CUST10334,34,106.1,3584.86,Month-to-month,Fiber optic,Credit card,0,1,No,No,No,1
CUST10335,59,46.72,2851.91,Month-to-month,Fiber optic,Bank transfer,4,1,Yes,No,Yes,1
CUST10336,70,123.86,8581.35,Month-to-month,Fiber optic,Mailed check,2,4,No,No,Yes,1
CUST10337,23,37.67,604.74,One year,No,Electronic check,3,3,No,No,No,1
CUST10338,15,119.09,1625.9,One year,DSL,Bank transfer,1,1,No,Yes,Yes,1
CUST10339,69,35.54,2349.43,Two year,Fiber optic,Mailed check,0,1,No,No,Yes,1
CUST10340,46,52.78,2362.31,Two year,DSL,Electronic check,3,0,No,No,No,1
CUST10341,21,113.88,2410.2,Month-to-month,No,Mailed check,4,1,No,Yes,No,1
CUST10342,45,43.85,1865.27,One year,DSL,Credit card,6,1,No,Yes,Yes,1
CUST10343,38,68.42,2478.85,Two year,DSL,Electronic check,0,0,No,Yes,Yes,0
CUST10344,66,72.24,4674.9,Month-to-month,Fiber optic,Mailed check,0,2,No,No,Yes,0
CUST10345,19,50.75,852.68,Two year,Fiber optic,Bank transfer,5,0,No,Yes,No,1
CUST10346,72,99.58,7114.31,Month-to-month,Fiber optic,Electronic check,3,2,No,Yes,Yes,1
CUST10347,68,114.39,7718.79,Two year,Fiber optic,Electronic check,4,1,No,Yes,No,0
CUST10348,14,116.83,1704.53,One year,Fiber optic,Credit card,2,2,No,No,Yes,1
CUST10349,12,60.63,628.61,Month-to-month,Fiber optic,Bank transfer,4,0,No,No,Yes,1
CUST10350,39,80.74,3113.1,One year,DSL,Electronic check,1,0,No,No,Yes,1
CUST10351,4,51.08,149.82,Month-to-month,DSL,Electronic check,4,4,No,No,Yes,1
CUST10352,22,50.7,1196.29,One year,DSL,Mailed check,1,2,No,No,Yes,1
CUST10353,32,41.93,1326.33,One year,DSL,Bank transfer,2,1,No,Yes,No,1
CUST10354,70,123.7,8764.07,One year,Fiber optic,Bank transfer,3,4,Yes,No,Yes,1
CUST10355,72,118.24,8398.04,Two year,Fiber optic,Electronic check,2,0,Yes,Yes,No,1
CUST10356,11,106.62,1167.88,Month-to-month,Fiber optic,Bank transfer,3,3,No,No,Yes,1
CUST10357,65,79.35,5100.16,Month-to-month,Fiber optic,Credit card,1,1,No,Yes,No,1
CUST10358,7,76.51,412.97,Month-to-month,Fiber optic,Electronic check,2,3,No,No,Yes,1
CUST10359,54,80.62,4346.73,Month-to-month,Fiber optic,Electronic check,3,1,Yes,No,No,1
CUST10360,61,81.34,5135.03,Month-to-month,DSL,Credit card,3,1,No,No,Yes,0
CUST10361,65,70.63,4505.66,Month-to-month,DSL,Bank transfer,1,2,No,Yes,No,0
CUST10362,17,38.83,647.36,Month-to-month,Fiber optic,Credit card,4,2,No,No,Yes,1
CUST10363,65,38.19,2351.13,Month-to-month,Fiber optic,Mailed check,1,2,No,No,Yes,1
CUST10364,9,124.99,978.99,Two year,DSL,Mailed check,3,1,No,Yes,Yes,1
CUST10365,38,75.61,2794.45,Month-to-month,DSL,Electronic check,2,2,No,No,Yes,1
CUST10366,34,125.09,4208.06,Two year,Fiber optic,Electronic check,1,2,No,No,No,1
CUST10367,23,42.18,929.58,Month-to-month,Fiber optic,Mailed check,1,2,No,No,Yes,1
CUST10368,2,83.21,143.82,Month-to-month,DSL,Electronic check,1,5,No,No,Yes,1
CUST10369,56,46.81,2456.53,Month-to-month,Fiber optic,Credit card,2,4,No,No,No,1
CUST10370,25,51.58,1226.91,Month-to-month,No,Bank transfer,2,1,Yes,No,Yes,1
CUST10371,48,28.16,,Month-to-month,DSL,Credit card,3,4,No,No,Yes,1
CUST10372,30,37.49,988.88,Month-to-month,No,Bank transfer,0,0,Yes,No,Yes,1
CUST10373,27,121.27,3238.78,Month-to-month,DSL,Mailed check,1,1,No,Yes,Yes,1
CUST10374,64,58.76,3789.92,Month-to-month,Fiber optic,Bank transfer,1,2,No,Yes,Yes,1
CUST10375,7,88.85,543.72,One year,Fiber optic,Electronic check,4,0,Yes,No,Yes,1
CUST10376,54,73.83,4020.97,Month-to-month,DSL,Credit card,1,3,No,No,Yes,1
CUST10377,54,67.05,3468.59,Two year,No,Bank transfer,2,0,No,No,Yes,1
CUST10378,28,80.85,2352.64,Month-to-month,Fiber optic,Electronic check,1,1,No,Yes,No,1
CUST10379,19,44.66,885.12,Two year,No,Bank transfer,1,2,No,No,Yes,1
CUST10380,1,128.8,134.37,One year,DSL,Bank transfer,4,2,No,No,Yes,1
CUST10381,68,110.92,7655.04,Two year,No,Electronic check,0,1,No,No,No,1
CUST10382,69,102.87,7065.1,Two year,No,Electronic check,1,3,Yes,No,Yes,0
CUST10383,18,74.22,1274.17,Month-to-month,Fiber optic,Credit card,2,1,No,Yes,Yes,1
CUST10384,3,41.05,260.4,Month-to-month,DSL,Mailed check,4,1,No,No,Yes,0
CUST10385,9,121.67,1279.11,Month-to-month,Fiber optic,Bank transfer,1,1,Yes,No,Yes,1
CUST10386,5,60.85,234.91,Two year,Fiber optic,Electronic check,2,3,No,No,Yes,1
CUST10387,60,30.26,1804.23,One year,No,Bank transfer,2,0,No,No,Yes,1
CUST10388,65,60.95,4066.25,Month-to-month,Fiber optic,Electronic check,1,1,No,No,Yes,0
CUST10389,12,108.42,1293.23,Two year,DSL,Mailed check,2,0,No,Yes,Yes,1
CUST10390,54,90.38,4939.98,Month-to-month,DSL,Bank transfer,1,2,Yes,No,No,1
CUST10391,13,103.84,1427.96,One year,Fiber optic,Mailed check,1,1,No,No,Yes,1
CUST10392,27,108.33,2868.68,One year,No,Bank transfer,4,0,No,No,Yes,1
CUST10393,44,47.26,,Month-to-month,DSL,Electronic check,1,2,No,No,No,1
CUST10394,52,122.0,6343.38,One year,Fiber optic,Mailed check,0,2,No,Yes,Yes,1
CUST10395,63,70.99,4350.68,Two year,No,Credit card,1,2,No,No,Yes,0
CUST10396,4,92.1,269.43,Month-to-month,DSL,Mailed check,3,1,Yes,No,Yes,1
CUST10397,15,25.24,313.36,Month-to-month,DSL,,2,0,No,No,Yes,1
CUST10398,21,129.3,2808.15,Month-to-month,Fiber optic,Credit card,3,0,No,Yes,Yes,1
CUST10399,23,54.49,1349.41,One year,Fiber optic,Credit card,2,1,No,Yes,Yes,1
CUST10400,72,31.52,2344.43,Month-to-month,DSL,Bank transfer,1,2,No,No,Yes,0
CUST10401,56,73.12,4138.73,Two year,No,Credit card,2,2,No,No,Yes,1
CUST10402,24,38.55,966.48,Two year,Fiber optic,Credit card,3,2,No,Yes,Yes,0
CUST10403,70,40.99,2897.06,Month-to-month,No,Bank transfer,1,2,No,Yes,Yes,1
CUST10404,36,91.39,3330.8,Month-to-month,No,Bank transfer,3,3,Yes,No,No,1
CUST10405,37,66.26,2499.16,One year,No,Electronic check,2,1,No,Yes,Yes,0
CUST10406,32,121.79,3756.84,One year,Fiber optic,Bank transfer,4,3,No,No,Yes,1
CUST10407,11,58.51,564.59,Month-to-month,DSL,Mailed check,2,5,No,No,Yes,1
CUST10408,68,101.25,6782.11,Month-to-month,Fiber optic,Credit card,3,3,No,No,Yes,1
CUST10409,2,73.42,257.55,Month-to-month,DSL,Mailed check,4,1,No,No,Yes,1
CUST10410,13,94.29,1391.18,Two year,Fiber optic,Credit card,5,1,No,No,Yes,1
CUST10411,17,87.97,1278.59,Month-to-month,DSL,Bank transfer,1,1,No,No,No,1
CUST10412,21,74.64,1723.92,Two year,Fiber optic,Bank transfer,0,2,No,Yes,Yes,1
CUST10413,10,124.76,1256.27,Month-to-month,DSL,Credit card,6,3,No,Yes,Yes,1
CUST10414,2,60.98,223.23,Two year,DSL,Mailed check,0,0,No,No,No,0
CUST10415,49,43.61,2187.54,Month-to-month,DSL,Mailed check,1,3,No,No,Yes,1
CUST10416,70,96.2,6878.04,Month-to-month,Fiber optic,Mailed check,0,4,No,No,Yes,1
CUST10417,9,113.83,1045.44,Two year,Fiber optic,,1,3,No,No,Yes,1
CUST10418,22,29.23,506.71,Two year,DSL,Credit card,4,2,No,No,Yes,0
CUST10419,37,72.21,2661.2,Month-to-month,No,Electronic check,3,1,Yes,Yes,No,1
CUST10420,67,118.71,8005.14,Month-to-month,No,Mailed check,0,2,No,No,Yes,1
CUST10421,50,103.71,5163.9,Month-to-month,DSL,Mailed check,2,1,No,No,Yes,1
CUST10422,56,129.14,7297.61,Month-to-month,Fiber optic,Bank transfer,1,3,No,Yes,Yes,1
CUST10423,42,80.8,3387.03,Month-to-month,Fiber optic,Electronic check,0,3,No,No,No,1
CUST10424,31,94.3,2863.75,Two year,DSL,Bank transfer,4,0,No,No,Yes,1
CUST10425,15,56.76,742.8,Month-to-month,Fiber optic,Bank transfer,2,1,No,No,No,1
CUST10426,63,124.49,7803.69,One year,DSL,Electronic check,4,2,No,Yes,No,1
CUST10427,58,63.47,3701.72,Month-to-month,No,Electronic check,0,3,No,No,Yes,1
CUST10428,2,102.54,102.54,Month-to-month,No,Bank transfer,1,0,No,No,Yes,1
CUST10429,52,67.33,3423.15,One year,No,Mailed check,3,2,No,No,Yes,1
CUST10430,7,83.99,388.26,Month-to-month,Fiber optic,Credit card,0,1,No,No,No,1
CUST10431,54,100.58,5369.61,One year,Fiber optic,,0,2,No,No,Yes,1
CUST10432,60,78.44,4826.13,Month-to-month,No,Credit card,0,3,No,No,Yes,1
CUST10433,10,120.24,1083.79,Two year,DSL,Bank transfer,4,1,No,No,Yes,1
CUST10434,32,69.03,2279.28,One year,DSL,Credit card,1,2,No,Yes,Yes,1
CUST10435,9,92.94,1121.34,Two year,Fiber optic,Electronic check,3,2,No,No,Yes,1
CUST10436,41,60.95,2644.3,Month-to-month,DSL,Mailed check,1,3,No,Yes,No,1
CUST10437,67,67.86,4559.97,Month-to-month,DSL,Electronic check,1,0,No,No,No,1
CUST10438,6,71.21,513.1,Month-to-month,DSL,Bank transfer,0,0,No,Yes,Yes,1
CUST10439,29,38.21,971.12,Month-to-month,Fiber optic,Bank transfer,2,3,No,No,Yes,1
CUST10440,71,34.63,2301.39,Month-to-month,DSL,Mailed check,2,1,No,No,Yes,0
CUST10441,22,95.09,2094.85,Month-to-month,DSL,Mailed check,2,2,No,Yes,Yes,1
CUST10442,10,93.83,978.16,Month-to-month,DSL,Bank transfer,1,2,No,Yes,Yes,1
CUST10443,36,94.61,3515.4,Month-to-month,Fiber optic,Electronic check,0,1,No,No,Yes,1
CUST10444,37,27.08,945.08,Month-to-month,No,Bank transfer,2,0,No,No,Yes,1
CUST10445,48,59.29,2865.26,Month-to-month,DSL,Bank transfer,2,0,No,No,No,1
CUST10446,23,45.77,1068.62,Month-to-month,Fiber optic,Electronic check,0,2,No,No,Yes,1
CUST10447,69,106.71,7349.85,One year,Fiber optic,Electronic check,4,2,No,No,Yes,1
CUST10448,38,115.37,4376.81,Month-to-month,DSL,Mailed check,2,3,No,Yes,No,1
CUST10449,21,50.9,983.43,Month-to-month,No,Bank transfer,1,1,Yes,No,No,1
CUST10450,70,95.12,6686.37,Month-to-month,Fiber optic,Mailed check,5,4,Yes,No,Yes,1
CUST10451,67,38.58,2604.36,One year,Fiber optic,Mailed check,2,3,No,No,Yes,1
CUST10452,36,53.89,1896.04,Month-to-month,DSL,Bank transfer,1,0,Yes,Yes,No,1
CUST10453,2,39.56,145.7,One year,DSL,Electronic check,3,0,Yes,No,No,1
CUST10454,43,54.77,2457.89,Two year,No,Bank transfer,0,0,No,No,No,1
CUST10455,40,95.85,3901.74,Month-to-month,Fiber optic,Electronic check,1,1,No,No,No,1
CUST10456,11,120.58,1222.14,Two year,No,Electronic check,0,3,No,No,Yes,1
CUST10457,46,46.26,2137.92,One year,No,Electronic check,2,2,No,No,Yes,1
CUST10458,61,81.92,4905.98,Month-to-month,DSL,Mailed check,0,0,No,No,Yes,1
CUST10459,8,98.65,798.86,Month-to-month,Fiber optic,Electronic check,1,1,No,No,No,1
CUST10460,53,125.06,6537.43,One year,Fiber optic,Credit card,0,2,No,Yes,Yes,1
CUST10461,11,89.06,1107.38,Two year,Fiber optic,Mailed check,1,1,No,No,No,1
CUST10462,54,51.79,2874.99,Month-to-month,DSL,Credit card,2,3,No,No,Yes,1
CUST10463,31,90.68,2926.38,Month-to-month,DSL,Credit card,1,0,No,No,Yes,1
CUST10464,1,58.65,163.82,One year,Fiber optic,Credit card,2,2,No,No,Yes,1
CUST10465,70,127.49,8897.24,Month-to-month,Fiber optic,Credit card,1,1,No,No,Yes,1
CUST10466,12,66.97,761.08,One year,Fiber optic,,1,2,No,No,No,1
CUST10467,43,96.97,4343.88,Month-to-month,DSL,Mailed check,0,1,No,No,No,1
CUST10468,14,27.44,367.65,One year,DSL,Bank transfer,4,3,No,No,Yes,1
CUST10469,68,67.01,,Two year,No,Bank transfer,5,3,No,No,Yes,1
CUST10470,54,116.89,6412.81,One year,Fiber optic,Electronic check,1,1,No,No,Yes,1
CUST10471,58,89.07,5180.44,One year,Fiber optic,Bank transfer,1,3,No,No,No,0
CUST10472,32,71.61,2442.11,One year,Fiber optic,Credit card,0,1,No,No,Yes,1
CUST10473,34,123.27,4215.48,Two year,Fiber optic,Credit card,3,3,No,No,No,1
CUST10474,46,114.67,5272.82,Two year,Fiber optic,Mailed check,4,1,No,No,No,0
CUST10475,57,58.83,3505.92,Month-to-month,Fiber optic,Electronic check,3,1,Yes,No,Yes,0
CUST10476,61,82.18,4859.13,One year,No,Mailed check,2,0,No,Yes,Yes,0
CUST10477,2,76.43,94.32,Month-to-month,No,Mailed check,3,0,Yes,No,Yes,1
CUST10478,48,91.38,4297.5,Two year,No,Mailed check,1,2,No,No,Yes,1
CUST10479,8,60.08,261.13,One year,Fiber optic,Mailed check,3,2,No,Yes,No,1
CUST10480,21,50.64,1150.76,Month-to-month,Fiber optic,Mailed check,3,0,Yes,Yes,No,1
CUST10481,60,120.83,7194.06,Month-to-month,Fiber optic,Electronic check,2,3,Yes,No,No,0
CUST10482,19,122.01,2408.73,Month-to-month,No,Mailed check,1,1,No,No,Yes,1
CUST10483,58,113.55,6624.81,One year,Fiber optic,Mailed check,0,1,No,Yes,No,0
CUST10484,34,127.71,4402.85,Month-to-month,Fiber optic,Electronic check,2,2,No,Yes,No,1
CUST10485,17,103.22,1709.2,Month-to-month,Fiber optic,Credit card,3,0,No,Yes,Yes,1
CUST10486,25,105.29,2555.83,Two year,Fiber optic,Bank transfer,1,1,No,No,Yes,1
CUST10487,39,105.07,4106.71,One year,Fiber optic,Credit card,1,1,No,No,Yes,1
CUST10488,56,75.46,4317.68,Month-to-month,DSL,Bank transfer,1,0,No,Yes,No,0
CUST10489,44,72.93,3203.88,Month-to-month,Fiber optic,Electronic check,0,1,No,No,Yes,1
CUST10490,68,50.22,3344.77,Two year,Fiber optic,Credit card,1,1,No,No,Yes,1
CUST10491,63,92.71,5720.83,One year,DSL,Mailed check,3,3,No,Yes,No,1
CUST10492,55,55.38,3066.32,One year,No,Bank transfer,1,1,No,No,Yes,1
CUST10493,44,52.07,2235.67,Month-to-month,Fiber optic,Mailed check,2,1,Yes,No,No,1
CUST10494,21,86.53,1809.96,Month-to-month,DSL,Mailed check,1,3,No,No,Yes,1
CUST10495,30,68.05,2017.62,Month-to-month,No,Mailed check,1,0,No,No,Yes,1
CUST10496,9,47.98,387.38,One year,Fiber optic,Mailed check,1,2,No,No,No,1
CUST10497,27,110.69,3018.01,Month-to-month,Fiber optic,Bank transfer,2,1,No,No,Yes,1
CUST10498,67,115.36,7784.57,Month-to-month,Fiber optic,Bank transfer,4,2,No,No,Yes,1
CUST10499,31,42.61,1517.44,One year,No,Electronic check,1,4,No,No,Yes,1
CUST10500,9,25.79,307.91,Two year,Fiber optic,Electronic check,3,3,Yes,No,Yes,0
CUST10501,47,60.29,2993.0,One year,Fiber optic,Credit card,1,0,Yes,Yes,Yes,0
CUST10502,70,108.74,7529.94,Month-to-month,DSL,Bank transfer,0,1,No,No,No,0
CUST10503,63,113.11,6965.84,Month-to-month,Fiber optic,Credit card,1,0,No,Yes,No,0
CUST10504,20,39.52,788.96,Month-to-month,Fiber optic,Bank transfer,0,2,No,No,Yes,1
CUST10505,33,106.31,3594.03,Month-to-month,Fiber optic,Bank transfer,5,5,No,No,Yes,1
CUST10506,39,37.15,1518.97,Month-to-month,Fiber optic,Credit card,3,3,No,Yes,Yes,1
CUST10507,18,65.96,1308.42,Month-to-month,No,Bank transfer,1,2,No,Yes,Yes,1
CUST10508,20,129.85,2343.35,One year,Fiber optic,Mailed check,1,1,No,No,Yes,1
CUST10509,18,45.22,939.26,Two year,DSL,Bank transfer,1,3,No,No,Yes,1
CUST10510,72,41.17,2997.79,Two year,No,Electronic check,0,1,No,No,Yes,0
CUST10511,54,69.39,3592.66,Month-to-month,Fiber optic,Mailed check,3,1,No,No,Yes,1
CUST10512,61,90.07,5566.62,Month-to-month,No,Bank transfer,1,2,No,No,Yes,0
CUST10513,59,122.95,7271.0,Month-to-month,No,Electronic check,0,1,No,No,Yes,1
CUST10514,70,127.99,,Month-to-month,No,Bank transfer,1,3,No,No,Yes,1
CUST10515,8,32.31,358.39,Month-to-month,Fiber optic,Bank transfer,1,3,No,Yes,Yes,1
CUST10516,64,39.49,2570.39,Month-to-month,Fiber optic,Mailed check,0,0,No,No,Yes,1
CUST10517,5,108.03,392.87,One year,DSL,Electronic check,2,2,No,Yes,No,1
CUST10518,35,53.42,1855.4,Month-to-month,Fiber optic,Bank transfer,1,1,No,Yes,Yes,1
CUST10519,43,117.91,4908.37,Two year,Fiber optic,Credit card,2,1,No,Yes,Yes,1
CUST10520,26,94.66,2526.07,Month-to-month,Fiber optic,Bank transfer,0,5,No,No,Yes,1
CUST10521,11,36.74,543.94,Month-to-month,No,Mailed check,4,3,No,No,No,1
CUST10522,14,112.42,1449.73,Month-to-month,DSL,Bank transfer,5,0,No,No,Yes,1
CUST10523,60,43.52,2544.05,Month-to-month,Fiber optic,Mailed check,3,2,Yes,No,Yes,1
CUST10524,23,69.47,1509.57,Month-to-month,Fiber optic,Mailed check,2,2,No,No,Yes,1
CUST10525,23,82.98,1863.15,Two year,Fiber optic,Mailed check,1,2,No,Yes,No,1
CUST10526,67,77.58,5239.1,Month-to-month,DSL,Electronic check,1,0,Yes,No,Yes,1
CUST10527,11,97.05,1023.24,Month-to-month,DSL,Credit card,4,2,No,No,No,1
CUST10528,66,93.53,6238.23,One year,No,Bank transfer,2,0,No,Yes,No,0
CUST10529,67,129.16,8760.26,Month-to-month,Fiber optic,Electronic check,3,1,No,Yes,Yes,1
CUST10530,44,129.94,5827.54,One year,DSL,Credit card,2,1,No,No,Yes,1
CUST10531,12,79.23,838.94,Month-to-month,DSL,Electronic check,2,1,No,No,Yes,1
CUST10532,12,35.0,558.59,Two year,Fiber optic,Bank transfer,1,1,No,No,Yes,1
CUST10533,21,101.42,2276.43,Month-to-month,DSL,Electronic check,3,0,No,Yes,Yes,0
CUST10534,42,127.55,5512.37,Month-to-month,Fiber optic,Mailed check,3,0,No,No,Yes,1
CUST10535,12,58.42,685.26,One year,Fiber optic,Bank transfer,2,0,No,No,Yes,1
CUST10536,33,73.43,2348.01,Two year,DSL,Credit card,1,0,No,No,No,1
CUST10537,9,69.6,527.98,Month-to-month,Fiber optic,Credit card,5,2,No,No,Yes,1
CUST10538,39,30.4,1075.42,One year,DSL,Credit card,5,0,No,Yes,No,1
CUST10539,2,95.59,192.35,Month-to-month,DSL,Electronic check,3,5,Yes,No,Yes,1
CUST10540,52,62.1,3313.99,Month-to-month,No,Electronic check,3,2,No,No,Yes,0
CUST10541,4,107.68,561.38,Month-to-month,Fiber optic,Credit card,2,1,No,No,Yes,1
CUST10542,15,112.37,1636.99,One year,No,Credit card,1,0,No,No,Yes,1
CUST10543,13,111.23,1442.12,Month-to-month,DSL,Mailed check,2,1,No,Yes,No,1
CUST10544,60,68.75,4114.58,One year,DSL,Electronic check,1,3,No,No,Yes,1
CUST10545,4,58.76,171.51,Month-to-month,Fiber optic,Bank transfer,2,2,No,Yes,Yes,1
CUST10546,31,103.63,3286.1,Two year,Fiber optic,Electronic check,3,1,No,Yes,No,1
CUST10547,43,109.15,4729.73,Two year,No,Electronic check,2,2,No,No,Yes,1
CUST10548,38,76.58,2924.22,Month-to-month,DSL,Credit card,5,1,No,Yes,Yes,1
CUST10549,50,118.77,5974.33,Month-to-month,No,Mailed check,2,0,No,No,Yes,1
CUST10550,58,40.11,2387.93,Month-to-month,No,Electronic check,2,1,Yes,No,No,1
CUST10551,29,117.3,3462.24,Two year,Fiber optic,Bank transfer,2,0,Yes,No,No,1
CUST10552,60,35.09,2021.55,Month-to-month,DSL,Mailed check,3,2,Yes,No,Yes,0
CUST10553,23,41.12,1035.39,Month-to-month,Fiber optic,Bank transfer,2,1,No,No,Yes,0
CUST10554,71,81.05,5780.09,Month-to-month,DSL,Credit card,1,5,Yes,No,Yes,0
CUST10555,37,32.09,1143.87,One year,Fiber optic,Electronic check,1,0,No,Yes,No,1
CUST10556,53,30.54,1642.04,Month-to-month,Fiber optic,Bank transfer,3,3,No,No,Yes,0
CUST10557,64,25.05,,Month-to-month,No,Credit card,1,2,No,Yes,Yes,0
CUST10558,58,70.81,4215.16,Two year,Fiber optic,Mailed check,4,1,Yes,No,Yes,1
CUST10559,62,106.34,6488.46,Month-to-month,Fiber optic,Credit card,1,1,No,No,Yes,0
CUST10560,39,28.66,1250.24,Two year,Fiber optic,Mailed check,3,0,No,No,Yes,1
CUST10561,4,93.49,376.28,Month-to-month,Fiber optic,Mailed check,2,1,No,No,Yes,1
CUST10562,36,111.43,3960.86,Month-to-month,No,Credit card,0,2,No,No,Yes,1
CUST10563,14,42.64,543.28,Two year,DSL,Bank transfer,0,2,No,Yes,No,1
CUST10564,65,40.42,2527.16,One year,No,Credit card,2,2,No,Yes,Yes,0
CUST10565,18,115.38,1902.75,One year,No,Credit card,2,2,No,No,Yes,1
CUST10566,17,111.43,1962.05,Month-to-month,No,Bank transfer,3,0,No,No,No,1
CUST10567,18,81.59,1666.71,Month-to-month,Fiber optic,Electronic check,3,3,No,No,No,1
CUST10568,47,111.02,5056.18,Month-to-month,No,Mailed check,4,2,No,No,Yes,1
CUST10569,42,34.74,1364.04,Month-to-month,DSL,Credit card,4,2,No,No,No,1
CUST10570,69,66.42,4658.14,Month-to-month,Fiber optic,Bank transfer,2,1,No,No,No,1
CUST10571,30,102.47,3069.54,Month-to-month,DSL,Mailed check,4,1,No,Yes,Yes,1
CUST10572,21,52.03,1176.07,Month-to-month,DSL,Mailed check,2,0,No,No,No,1
CUST10573,4,103.99,405.79,Month-to-month,Fiber optic,Credit card,2,0,No,No,No,1
CUST10574,1,77.94,77.94,Month-to-month,DSL,Electronic check,4,0,Yes,No,No,1
CUST10575,27,103.78,2779.48,Month-to-month,Fiber optic,Electronic check,4,0,No,Yes,No,1
CUST10576,67,73.79,4705.72,Two year,No,Credit card,0,1,Yes,No,Yes,0
CUST10577,38,63.63,2303.59,One year,DSL,Mailed check,2,1,Yes,No,Yes,1
CUST10578,65,48.01,3215.48,Month-to-month,Fiber optic,Credit card,2,1,No,No,No,1
CUST10579,8,46.88,494.23,One year,DSL,Bank transfer,5,3,No,Yes,Yes,1
CUST10580,7,103.91,867.99,Two year,Fiber optic,Credit card,0,2,No,Yes,Yes,1
CUST10581,61,37.49,2330.98,Month-to-month,Fiber optic,Bank transfer,4,2,No,No,No,0
CUST10582,8,34.03,46.63,Month-to-month,Fiber optic,Credit card,1,2,No,No,Yes,1
